Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Profit Margin,Shipping Days,Order Size,Profit Category,Order Year,Order Month,Sales % Total,Sales % Region,Running Sales,Previous Sale
2556,US-2022-100251-CHO-SCR-58000,2022-05-17,2027-11-13,Standard Class,100251,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,69.44444444444444,2006,Medium,High,2022,May,0.025390801462764068,0.08738449468945007,35674.43000000004,
2558,US-2022-100251-CHO-MIL-31000,2022-05-17,2027-11-13,Standard Class,100251,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2006,Small,Low,2022,May,0.009168900528220359,0.0315555119711903,35687.43000000004,36.0
170,US-2021-100279-CHO-SCR-58000,2021-03-10,2026-09-04,Standard Class,100279,United States,Royal Oak,Michigan,48073,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2004,Small,Low,2021,March,0.005078160292552814,0.022473593527605064,2166.64,
186,US-2021-100293-CHO-NUT-13000,2021-03-14,2026-09-08,Standard Class,100293,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.34670487106017,2004,Medium,Medium,2021,March,0.014768982850841102,0.09412395054492104,2474.69,
5090,US-2023-100300-CHO-TRI-54000,2023-06-24,2028-12-16,Second Class,100300,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2002,Small,Low,2023,June,0.010579500609485029,0.03239633765882035,70207.07000000012,
5089,US-2023-100300-CHO-FUD-51000,2023-06-24,2028-12-16,Second Class,100300,United States,San Diego,California,92037,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2002,Small,Low,2023,June,0.002539080146276407,0.007775121038116883,70210.67000000013,15.0
5087,US-2023-100300-CHO-TRI-54000,2023-06-24,2028-12-16,Second Class,100300,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2002,Small,Low,2023,June,0.007934625457113773,0.02429725324411526,70221.92000000013,3.6
6665,US-2023-100307-OTH-LIC-15000,2023-12-15,2029-06-10,Standard Class,100307,United States,Fayetteville,Arkansas,72701,Other,Gulf,OTH-LIC-15000,Lickable Wallpaper,60.0,3,30.0,30.0,50.0,2004,Small,High,2023,December,0.042318002437940115,0.2696961333665359,92651.54000000005,
8924,US-2024-100314-CHO-MIL-31000,2024-09-29,2030-03-28,Standard Class,100314,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2006,Small,Low,2024,September,0.009168900528220359,0.0405773216470647,123433.92000000004,
8928,US-2024-100314-CHO-TRI-54000,2024-09-29,2030-03-28,Standard Class,100314,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2006,Small,Low,2024,September,0.005289750304742514,0.02340999325792194,123441.42000000004,13.0
8936,US-2024-100314-SUG-EVE-47000,2024-09-29,2030-03-28,Standard Class,100314,United States,Pasadena,Texas,77506,Sugar,Interior,SUG-EVE-47000,Everlasting Gobstopper,30.0,3,24.0,6.0,80.0,2006,Small,Medium,2024,September,0.021159001218970058,0.09363997303168776,123471.42000000004,7.5
81,US-2021-100328-CHO-MIL-31000,2021-01-28,2026-07-27,Standard Class,100328,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2006,Small,Low,2021,January,0.0022922251320550897,0.007888877992797576,1044.78,
8581,US-2024-100335-CHO-FUD-51000,2024-09-07,2030-03-06,Standard Class,100335,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.66666666666667,2006,Medium,Medium,2024,September,0.022851721316487664,0.10113117087422278,118900.60000000005,
9151,US-2024-100356-CHO-MIL-31000,2024-10-21,2030-04-17,Standard Class,100356,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2004,Small,Low,2024,October,0.004584450264110179,0.02028866082353235,127099.53000000004,
345,US-2021-100363-CHO-MIL-31000,2021-04-08,2026-10-06,Standard Class,100363,United States,Glendale,Arizona,85301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2007,Small,Low,2021,April,0.004584450264110179,0.014038412985488817,4490.239999999996,
347,US-2021-100363-CHO-SCR-58000,2021-04-08,2026-10-06,Standard Class,100363,United States,Glendale,Arizona,85301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2007,Small,Low,2021,April,0.007617240438829222,0.023325363114350652,4501.039999999996,6.5
3059,US-2022-100377-CHO-SCR-58000,2022-08-28,2028-02-22,Standard Class,100377,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2004,Small,Medium,2022,August,0.012695400731382034,0.056183983819012656,42396.760000000046,
7966,US-2024-100384-CHO-MIL-31000,2024-06-24,2029-12-22,Standard Class,100384,United States,Pomona,California,91767,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,64.92307692307692,2007,Medium,Medium,2024,June,0.02063002618849581,0.06317285843469968,110310.13000000005,
7965,US-2024-100384-CHO-MIL-31000,2024-06-24,2029-12-22,Standard Class,100384,United States,Pomona,California,91767,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2007,Medium,Medium,2024,June,0.018337801056440717,0.05615365194195527,110358.18000000005,29.25
530,US-2021-100391-CHO-TRI-54000,2021-05-25,2026-11-19,Standard Class,100391,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2004,Small,Low,2021,May,0.005289750304742514,0.018205103060302097,7412.239999999994,
8381,US-2024-100398-CHO-MIL-31000,2024-08-19,2030-02-13,Standard Class,100398,United States,Salt Lake City,Utah,84106,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2004,Small,Low,2024,August,0.0068766753961652695,0.021057619478233223,115961.31000000007,
5463,US-2023-100405-CHO-SCR-58000,2023-08-26,2029-02-17,Second Class,100405,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2002,Small,Low,2023,August,0.005078160292552814,0.015550242076233766,75612.31000000007,
10068,US-2024-100412-CHO-SCR-58000,2024-12-22,2030-06-18,Standard Class,100412,United States,Tuscaloosa,Alabama,35401,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2004,Small,Low,2024,December,0.005078160292552814,0.03236353600398431,140102.14000000042,
6671,US-2023-100419-CHO-MIL-31000,2023-12-16,2029-06-11,Second Class,100419,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2004,Small,Low,2023,December,0.0068766753961652695,0.03043299123529852,92759.69000000005,
